URL	Status Code	Status	Final URL	Response Time (ms)	Error	Checked At	Action
https://eeds.in/		TIMEOUT		20017	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1022		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1026		TIMEOUT		20001	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1029		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1034		TIMEOUT		20004	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1035		TIMEOUT		20006	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1037		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1048		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1052		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1054		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1055		TIMEOUT		20004	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1058		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1069		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1073		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1088		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1091		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1092		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1099		TIMEOUT		20004	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1107		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1119		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1122		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1127		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1130		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1133		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1137		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1140		TIMEOUT		20006	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1141		TIMEOUT		20004	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1143		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1144		TIMEOUT		20001	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1145		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1146		TIMEOUT		20008	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1150		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1152		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1154		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1155		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1156		TIMEOUT		20005	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1157		TIMEOUT		20003	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1158		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1159		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1160		TIMEOUT		20002	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1161		TIMEOUT		20001	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://eeds.in/Eeds/Jobs/1162		TIMEOUT		19999	This operation was aborted	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://koenig-australia.com/20696-managing-enterprise-devices-apps-system-center-configuration-manager-training.aspx		TIMEOUT		50	fetch failed	2026-03-27T04:20:10.926Z	DISABLE - Domain unreachable
https://koenig-australia.com/angular-material-training-course-usa.aspx		TIMEOUT		7	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/angular-material-training-course.aspx		TIMEOUT		7	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/angular8-training-course-certification.aspx		TIMEOUT		6	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/ax-2012-r3-technical-training-courses.aspx		TIMEOUT		6	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/az-201-microsoft-azure-developer-advanced-australia-training-certification-course.aspx		TIMEOUT		6	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/az200-microsoft-azure-developer-core-australia-training-certification-course.aspx		TIMEOUT		12	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/bcs-istqb-software-testing-training-course.aspx		TIMEOUT		10	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/blue-prism-certification-training-course		TIMEOUT		8	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/building-bots-microsoft-bot-framework-training-certification-usa.aspx		TIMEOUT		7	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/business-objects-business-intelligence-suite-training-course-usa.aspx		TIMEOUT		6	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/ccie-data-center-lab-training-certification-course-usa.aspx		TIMEOUT		21	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/comptia-security-plus-certification-training-course.aspx		TIMEOUT		16	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/cyberoam-certified-network-security-professional-ccnsp-training-certification-course-usa.aspx		TIMEOUT		15	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/dynamics-365-operations-ax7-technical-training.aspx		TIMEOUT		13	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/logrhythm-training-course-usa.aspx		TIMEOUT		12	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/mcsa-windows-server-2016-training-certification.aspx		TIMEOUT		16	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/microsoft-dynamics-365-customer-engagement-core-training-certification-course.aspx		TIMEOUT		12	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/microsoft-server-2016-training-certification.aspx		TIMEOUT		10	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/netapp-training-certification-course		TIMEOUT		8	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/pardot-training-certification.aspx		TIMEOUT		7	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sailpoint-certification-training-courses.aspx		TIMEOUT		18	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sales-sd-training-course.aspx		TIMEOUT		16	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-analytics-cloud-training.aspx		TIMEOUT		16	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-cloud-consultant-training-course-certification.aspx		TIMEOUT		12	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-developer-training.aspx		TIMEOUT		8	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-lightning-training-courses-certification.aspx		TIMEOUT		27	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-marketing-cloud-training.aspx		TIMEOUT		26	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-quote-to-cash-training.aspx		TIMEOUT		24	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/salesforce-service-cloud-training.aspx		TIMEOUT		21	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-abap-administration-training.aspx		TIMEOUT		19	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-analytics-training-certification-courses.aspx		TIMEOUT		9	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-applications-training-certification-courses.aspx		TIMEOUT		7	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-basis-course-training.aspx		TIMEOUT		8	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-cloud-training-certification-courses.aspx		TIMEOUT		8	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-fi-course-training.aspx		TIMEOUT		7	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-material-management-training-course.aspx		TIMEOUT		4	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-plant-maintenance-training.aspx		TIMEOUT		4	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://koenig-australia.com/sap-project-system-training.aspx		TIMEOUT		4	fetch failed	2026-03-27T04:20:23.281Z	DISABLE - Domain unreachable
https://www.eeds.in/		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1022		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1026		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1029		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1034		TIMEOUT		20000	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1035		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1037		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1048		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1052		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1054		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1055		TIMEOUT		20007	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1058		TIMEOUT		20008	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1059		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1062		TIMEOUT		20001	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1069		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1073		TIMEOUT		20010	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1088		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1091		TIMEOUT		20005	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1092		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1099		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1107		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1119		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1127		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1130		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1133		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1137		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1140		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1141		TIMEOUT		20001	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1143		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1144		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1145		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1146		TIMEOUT		20004	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1150		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1152		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1153		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1154		TIMEOUT		20016	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1155		TIMEOUT		20004	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1156		TIMEOUT		20002	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1157		TIMEOUT		20003	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1158		TIMEOUT		20004	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1160		TIMEOUT		20012	This operation was aborted	2026-03-27T04:30:46.793Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1161		TIMEOUT		20011	This operation was aborted	2026-03-27T04:30:04.584Z	DISABLE - Domain unreachable
https://www.eeds.in/Eeds/Jobs/1162		TIMEOUT		20011	This operation was aborted	2026-03-27T04:30:04.584Z	DISABLE - Domain unreachable
https://www.koenig-solutions.com/https://www.koenig-solutions.com/cisco-training-certification-courses		TIMEOUT		1049	fetch failed	2026-03-27T07:01:13.754Z	DISABLE - Domain unreachable
https://www.koenig-solutions.com/https://www.yoursite.com/istqb-certified-automotive-tester-course		TIMEOUT		1096	fetch failed	2026-03-27T07:01:13.754Z	DISABLE - Domain unreachable
https://www.koenig-solutions.com/srp-configuring-netsuite-business-training-coursehttps://www.koenig-solutions.com/site-builder-fundamentals-training-course		TIMEOUT		1213	fetch failed	2026-03-27T07:21:49.170Z	DISABLE - Domain unreachable
https://www.koenig-solutions.com/10990-analyzing-data-sql-server-reporting-services-training-certification-advanced.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/10990-analyzing-data-sql-server-reporting-services-training-certification-advanced	402		2026-03-27T05:02:24.875Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/20331-core-solutions-microsoft-sharepoint-server-2013-training	404	404 NOT FOUND		327		2026-03-27T05:02:24.875Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/20337-enterprise-voice-online-services-microsoft-lync-server-2013-training	404	404 NOT FOUND		273		2026-03-27T05:28:32.657Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/20398b-planning-managing-devices-enterprise-mobility-suite-premises-tools-training	404	404 NOT FOUND		265		2026-03-27T05:28:32.657Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/20696-managing-enterprise-devices-apps-system-center-configuration-manager-training.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/20398b-planning-managing-devices-enterprise-mobility-suite-premises-tools-training	559		2026-03-27T05:28:32.657Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/20740-installation-storage-compute-windows-server-2016-training-certification.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/70-740-training-course	595		2026-03-27T05:28:32.657Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/3-in-1-banking-risk-compliance-masterclass	404	404 NOT FOUND		286		2026-03-27T05:28:40.952Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/300515-spvi-implementing-cisco-service-provider-vpn-services-training-course	404	404 NOT FOUND		282		2026-03-27T05:28:40.952Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/40552a-microsoft-security-workshop-managing-identity-training	404	404 NOT FOUND		284		2026-03-27T05:28:40.952Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/55163a-preparing-your-data-for-power-bi	404	404 NOT FOUND		282		2026-03-27T05:28:48.286Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/55202-powershell-5-0-desired-state-configuration-training-course	404	404 NOT FOUND		270		2026-03-27T05:28:48.286Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/552242a-operationalize-cloud-analytics-solutions-microsoft-azure-training	404	404 NOT FOUND		246		2026-03-27T05:28:48.286Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/70-740-training-course	404	404 NOT FOUND		181		2026-03-27T05:28:56.383Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/Cisco-Service-Provider-5G-Technologies-Foundations-SPMBL100-Training	404	404 NOT FOUND		185		2026-03-27T05:28:56.383Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/ISO-14001-foundation	404	404 NOT FOUND		262		2026-03-27T05:28:56.383Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/ISO-37001-Foundation	404	404 NOT FOUND		281		2026-03-27T05:28:56.383Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/Implementing-Dependency-Management-AZ-400T04-A-Certification	404	404 NOT FOUND		293		2026-03-27T05:29:05.501Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/Oracle-Learning-Subscriptions	404	404 NOT FOUND		286		2026-03-27T05:29:05.501Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/Using-Prime-Infrastructure-to-Manage-Wireless-Networks-PIMWN-Training	404	404 NOT FOUND		208		2026-03-27T05:29:13.654Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/abap-workbench-fundamentals-training	404	404 NOT FOUND		267		2026-03-27T05:29:21.139Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/administering-windows-server-2012-70-411-language-course	404	404 NOT FOUND		295		2026-03-27T05:29:37.926Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/adobe-bootcamp-training-language	404	404 NOT FOUND		282		2026-03-27T05:29:44.459Z	DISABLE - Page does not exist
